f,Zone,Grade,Store Name,Space code,W,H,Material,D,Qty,Sq.ft.,Cost,,Inventory Medium,Inventory Type,Location,Category,Beauty SOH Type
4,North,C,Janakpuri,267FFSOH9,43'',84'',Need matrial,,1,25.08333333,,1,Frontlit,Pillar,Ladies,Ladies,
5,North,C,Janakpuri,267GFSW1,122'',118'',ESML,,1,99.97222222,,0,Frontlit,Stairway,Non-apps,Non-apps,
6,North,C,Janakpuri,267gfsoh1,64'',78'',ESML,,1,34.66666667,,0,Frontlit,Pillar,Watches,Non-apps,
7,North,C,Janakpuri,267GFSOH2,33'',112'',ESML,,1,25.27777778,,0,Frontlit,Pillar,Watches,Non-apps,
8,North,C,Janakpuri,267GFSOH4,64'',118'',ESML,,1,52.44444444,,0,Frontlit,Pillar,Fragrance,Beauty,
9,North,C,Janakpuri,267sfsoh1,117'',120'',ESML,,1,97.5,,2,Frontlit,Pillar,Mens Denim,Mens,
10,North,C,Janakpuri,267sfsoh4,34'',106'',ESML,,1,24.65972222,,2,Frontlit,Pillar,Mens Formal,Mens,
11,North,C,Janakpuri,267sfsoh5,34'',107'',ESML,,1,24.87333333,,2,Frontlit,Pillar,Mens Formal,Mens,
12,North,C,Janakpuri,267SFSOH6A,23'',105'',ESML,,1,16.69097222,,2,Frontlit,Pillar,Mens Denim,Mens,
13,North,C,Janakpuri,267SFSW1,317'',122'',ESML,,1,268.5694444,,2,Frontlit,Stairway,Mens,Mens,
14,North,C,Janakpuri,267SFSW2,162'',123'',ESML,,1,138.375,,2,Frontlit,Stairway,Mens,Mens,
15,North,C,Janakpuri,267BL1,,,Need Recce,,,,,1,backlit,Façade,Generic,Generic,
16,North,C,Janakpuri,267GFSOH7,75'',115'',ESML,,1,59.89583333,,0,Frontlit,Pillar,Beauty,Beauty,
17,North,C,Janakpuri,267GFSV1,61'',22'',Digital print on 5mm sunboard,6,2,9.319444444,,0,Frontlit,Sensomatic,Fragrance,Beauty,
18,North,C,Janakpuri,267GFW1,372'',119'',ESML,,1,307.4166667,,0,Frontlit,Window,Non-apps,Non-apps,
19,North,C,Janakpuri,267GFSOH3,33'',112'',ESML,,1,25.27777778,,0,Frontlit,Pillar,Watches,Non-apps,
20,North,C,Janakpuri,267FFSOH7,,,Need Recce,,,,,1,Frontlit,Pillar,Women Athleisure,Ladies,
21,North,C,Janakpuri,267FFCC1,,,Need Recce,,,,,1,Frontlit,Pillar,Women Athleisure,Ladies,
22,North,C,Janakpuri,267FFSW1,,,Need Recce,,,,,1,backlit,Cash Counter,Ladies,Ladies,
23,North,C,Janakpuri,267SFSOH6,,,Need Recce,,,,,1,Frontlit,Stairway,Ladies,Ladies,
24,North,C,Janakpuri,267SFSOH6B,,,Need Recce,,,,,2,Frontlit,Pillar,Mens Denim,Mens,
25,North,C,Janakpuri,267SFSOHW1,,,Need Recce,,,,,2,Frontlit,Window,Mens,Mens,
26,North,C,Janakpuri,267SFSOHW2,,,Need Recce,,,,,2,Frontlit,Window,Mens,Mens,
27,North,C,Janakpuri,267SFSOHW3,,,Need Recce,,,,,2,Frontlit,Window,Mens,Mens,
28,North,C,Janakpuri,267SFSV1,,,Actual,,,,,2,Frontlit,Sensomatic,Mens,Mens,
,,,,,,,,,,,,,,,,,
1,North,D,Jodhpur,228FB1,126'',102'',Backlit fabric with silicon strip,,1,89.25,,,,,,,
2,North,D,Jodhpur,228GFSOH1,35'',104'',Backlit fabric with silicon strip,,1,25.27777778,,0,Backlit ,Pillar,Lingerie ,Ladies ,
3,North,D,Jodhpur,228GFSOH2,35'',104'',Backlit fabric with silicon strip,,1,25.27777778,,0,Backlit ,Pillar,Indian Wear,Ladies ,
4,North,D,Jodhpur,228GFSOH3,35'',104'',Backlit fabric with silicon strip,,1,25.27777778,,0,Backlit ,Pillar,Leather ,Leather,
5,North,D,Jodhpur,228GFSOH4,24'',104'',Backlit fabric with silicon strip,,1,17.33333333,,0,Backlit ,Pillar,Handbags,Leather,
6,North,D,Jodhpur,228GFSOH5,45'',119'',Backlit fabric with silicon strip,,1,37.1875,,0,Backlit ,Pillar,Watches,Non-apps,
7,North,D,Jodhpur,228GFSOH6,41'',115'',ESML,,1,32.74305556,,0,Frontlit,Pillar,Indian Wear,Ladies ,
8,North,D,Jodhpur,228GFW1,72'',91'',Backlit fabric with silicon strip,,1,45.5,,0,Backlit ,Façade,Generic,Generic,
9,North,D,Jodhpur,228GFW2,72'',91'',Backlit fabric with silicon strip,,1,45.5,,0,Backlit ,Façade,Generic,Generic,
10,North,D,Jodhpur,228GFW3,48'',91'',Backlit fabric with silicon strip,,1,30.33333333,,0,Backlit ,Façade,Generic,Generic,
11,North,D,Jodhpur,228GFW4,72'',91'',Backlit fabric with silicon strip,,1,45.5,,0,Backlit ,Façade,Generic,Generic,
12,North,D,Jodhpur,228LGCC1,180'',61'',Backlit fabric with silicon strip,,1,76.25,,-1,Backlit ,Cash Counter,Generic,Generic,
13,North,D,Jodhpur,228LGFSOH1,35'',104'',Backlit fabric with silicon strip,,1,25.27777778,,-1,Backlit ,Pillar,Kids,Kids,
14,North,D,Jodhpur,228LGFSOH2,27'',116'',Backlit fabric with silicon strip,,1,21.75,,-1,Backlit ,Pillar,Mens Denim,Mens,
15,North,D,Jodhpur,228LGFSOH3,27'',116'',Backlit fabric with silicon strip,,1,21.75,,-1,Backlit ,Pillar,Mens Denim,Mens,
16,North,D,Jodhpur,228LGFSOH4,,,Actual,,,,,-1,Backlit ,Pillar,Mens Denim,Mens,
17,North,D,Jodhpur,228LGFSOH5,,,Actual,,,,,-1,Frontlit,Pillar,Mens Denim,Mens,
18,North,D,Jodhpur,228LGFB1,,,Same location,,,,,-1,Backlit ,Façade,Generic,Generic,
19,North,D,Jodhpur,228LGSV1,,,Actual,,,,,-1,Frontlit,Sensomatic,Generic,Generic,
20,North,D,Jodhpur,228GFSV1,21'',61'',Digital print on 5mm sunboard,"6""",9,8.895833333,,0,Frontlit,Sensomatic,Beauty,Beauty,
21,North,D,Jodhpur,228GFSOH7,41'',115'',ESML,,1,32.74305556,,0,Frontlit,Pillar,Indian Wear,Ladies ,
,,,,,,,,,,,,,,,,,
1,North,C,Mall of Jaipur,358FFCC1,63'',114'',Backlit Fabric with silicon strip ,,1,49.875,,1,backlit,Cash Counter,Ladies,Ladies,
2,North,C,Mall of Jaipur,358FFV2,22'',103'',Backlit Fabric with silicon strip ,,1,15.30381944,,1,backlit,Pillar,Ladies Western,Ladies,
3,North,C,Mall of Jaipur,358FFV3,22'',103'',Backlit Fabric with silicon strip ,,1,15.30381944,,1,backlit,Pillar,Kids,kids ,
4,North,C,Mall of Jaipur,358GFCC1,124'',75'',Backlit Fabric with silicon strip ,,1,64.15277778,,0,backlit,Cash Counter,Non-apps,Non-apps,
5,North,C,Mall of Jaipur,358GFV2,46'',128'',Backlit Fabric with silicon strip ,,1,40.28645833,,0,backlit,Pillar,Watches,Non-apps,
6,North,C,Mall of Jaipur,358GFV3,41'',120'',Backlit Fabric with silicon strip ,,1,34.16666667,,0,backlit,Pillar,Sunglass,Non-apps,
7,North,C,Mall of Jaipur,358SFCC1,124'',63'',Backlit Fabric with silicon strip ,,1,54.25,,2,backlit,Cash Counter,Mens,Mens,
8,North,C,Mall of Jaipur,358SFV2,22'',102'',Backlit Fabric with silicon strip ,,1,15.22916667,,2,backlit,Pillar,Mens Denim,Mens ,
9,North,C,Mall of Jaipur,358SFV3,179'',92'',Backlit Fabric with silicon strip ,,1,114.3611111,,0,backlit,Façade,Mens,Mens,
10,North,C,Mall of Jaipur,358FB1,118'',176'',Backlit Fabric with silicon strip ,,1,144.2222222,,0,backlit,Façade,Mens,Mens,
11,North,C,Mall of Jaipur,358FB2,,,Need Recce,,,,,0,backlit,Façade,Mens,Mens,
12,North,C,Mall of Jaipur,358GFSV1,16'',48'',Translit Film,,20,5.333333333,,0,backlit,Sensomatic,Beauty,Beauty,
13,North,C,Mall of Jaipur,358DS1,,,Actual,,,,,1,Digital,Store Entrance,Generic,Generic,
14,North,C,Mall of Jaipur,358FFV6,179'',92'',Backlit Fabric with silicon strip ,,1,114.3611111,,1,backlit,Façade,Ladies,Ladies,
15,North,C,Mall of Jaipur,358SFV1,,,Need Recce,,,,,2,backlit,Pillar,Mens Footwear,Leather,
,,,,,,,,,,,,,,,,,
1,North,A,Vasant Kunj,47ffv1,33'',105'',Backlit fabric with silicon strip,,1,24.00520833,,1,Backlit,Pillar,Kids,Kids,
2,North,A,Vasant Kunj,47ffv2,33'',105'',Backlit fabric with silicon strip,,1,24.0625,,1,Backlit,Pillar,Kids,Kids,
3,North,A,Vasant Kunj,47FFV3,33'',104'',Backlit fabric with silicon strip,,1,24.01388889,,1,Backlit,Pillar,Kids,Kids,
4,North,A,Vasant Kunj,47FFV4,33'',105'',Backlit fabric with silicon strip,,1,24.30251736,,1,Backlit,Pillar,Kids,Kids,
5,North,A,Vasant Kunj,47FFV5,33'',105'',Backlit fabric with silicon strip,,1,24.30251736,,1,Backlit,Pillar,Kids,Kids,
6,North,A,Vasant Kunj,47FFV6,36'',101'',Backlit fabric with silicon strip,,1,24.89930556,,1,Backlit,Pillar,Kids,Kids,
7,North,A,Vasant Kunj,47FFV7,34'',105'',Backlit fabric with silicon strip,,1,24.36892361,,1,Backlit,Pillar,Kids,Kids,
8,North,A,Vasant Kunj,47FFV8,33'',105'',Backlit fabric with silicon strip,,1,24.0625,,1,Backlit,Pillar,Indian Wear,Ladies,
9,North,A,Vasant Kunj,47FFV10,38'',105'',Backlit fabric with silicon strip,,1,27.34375,,1,Backlit,Pillar,Indian Wear,Ladies,
10,North,A,Vasant Kunj,47GFSV1,13'',56'',ESML,,8,5.157804167,,0,Frontlit,Sensomatic,Fragrance,Beauty,
11,North,A,Vasant Kunj,47GFV8,36'',134'',Backlit fabric with silicon strip,,1,34.0165125,,0,Backlit,Pillar,Watches,Non-apps,
12,North,A,Vasant Kunj,47GFV9,36'',134'',Backlit fabric with silicon strip,,1,34.0165125,,0,Backlit,Pillar,Watches,Non-apps,
13,North,A,Vasant Kunj,47GFV10,"37""","136""",Backlit fabric with silicon strip,,1,#VALUE!,,0,Backlit,Pillar,Watches,Non-apps,
14,North,A,Vasant Kunj,47GFV11,36'',134'',Backlit fabric with silicon strip,,1,34.0165125,,0,Backlit,Pillar,Watches,Non-apps,
15,North,A,Vasant Kunj,47GFV15,40'',138'',Backlit fabric with silicon strip,,1,38.68791667,,0,Backlit,Pillar,Handbags,Leather,
16,North,A,Vasant Kunj,47GFV14,38'',139'',Backlit fabric with silicon strip,,1,36.95733333,,0,Backlit,Pillar,Handbags,Leather,
17,North,A,Vasant Kunj,47GFV16,33'',135'',Backlit fabric with silicon strip,,1,30.70362847,,0,Backlit,Pillar,Handbags,Leather,
18,North,A,Vasant Kunj,47GFV17,34'',135'',Backlit fabric with silicon strip,,1,32.17822917,,0,Backlit,Pillar,Ladies Footwear,Leather,
19,North,A,Vasant Kunj,47SFSV1,24'',66'',Digital 5 mm VOSB,"8""",4,11,,2,Frontlit,Sensomatic,Mens,Mens,
20,North,A,Vasant Kunj,47sfv2,33'',103'',Backlit fabric with silicon strip,,1,23.66753472,,2,Backlit,Pillar,Luggage,Luggage,
21,North,A,Vasant Kunj,47SFV4,35'',105'',Backlit fabric with silicon strip,,1,25.03645833,,2,Backlit,Pillar,leather,Leather,
22,North,A,Vasant Kunj,47SFV5,34'',102'',Backlit fabric with silicon strip,,1,24.2675,,2,Backlit,Pillar,Mens Formal,Mens,
23,North,A,Vasant Kunj,47SFV6,33'',103'',Backlit fabric with silicon strip,,1,23.24652778,,2,Backlit,Pillar,Mens Formal,Mens,
24,North,A,Vasant Kunj,47SFV7,33'',103'',Backlit fabric with silicon strip,,1,23.24652778,,2,Backlit,Pillar,Mens Formal,Mens,
25,North,A,Vasant Kunj,47SFV8,,,Need Recce,,,,,2,Backlit,Pillar,Mens Formal,Mens,
26,North,A,Vasant Kunj,47SFV9,,,Need Recce,,,,,2,Backlit,Pillar,Mens Denim,Mens,
27,North,A,Vasant Kunj,47SFV10,36'',105'',Backlit fabric with silicon strip,,`1,26.30642361,,2,Backlit,Pillar,Mens Denim,Mens,
28,North,A,Vasant Kunj,47SFV11,32'',102'',Backlit fabric with silicon strip,,1,22.55555556,,2,Backlit,Pillar,Mens Denim,Mens,
29,North,A,Vasant Kunj,47SFV12,34'',102'',Backlit fabric with silicon strip,,1,23.96527778,,2,Backlit,Pillar,Mens Denim,Mens,
30,North,A,Vasant Kunj,47SFV13,35'',101'',Backlit fabric with silicon strip,,`1,24.19791667,,2,Backlit,Pillar,Mens Athleisure,Mens,
31,North,A,Vasant Kunj,47SFV14,32'',101'',Backlit fabric with silicon strip,,1,22.61979167,,2,Backlit,Pillar,Mens Athleisure,Mens,
32,North,A,Vasant Kunj,47sfv15,32'',102'',Backlit fabric with silicon strip,,1,22.49666667,,2,Backlit,Pillar,Mens Denim,Mens,
33,North,A,Vasant Kunj,47SFV16,35'',101'',Backlit fabric with silicon strip,,1,24.078125,,2,Backlit,Pillar,Mens Denim,Mens,
34,North,A,Vasant Kunj,47SFV17,34'',102'',Backlit fabric with silicon strip,,1,24.26041667,,2,Backlit,Pillar,Mens Athleisure,Mens,
35,North,A,Vasant Kunj,47SFV18,32'',102'',Backlit fabric with silicon strip,,1,22.66666667,,2,Backlit,Pillar,UGS,Mens,
36,North,A,Vasant Kunj,47SFV19,35'',102'',Backlit fabric with silicon strip,,1,24.4375,,2,Backlit,Pillar,Mens Denim,Mens,
37,North,A,Vasant Kunj,47SFV19,,,Same location,,,,,2,Backlit,Pillar,Mens Denim,Mens,
38,North,A,Vasant Kunj,47FFV8A,,,Need Recce,,,,,1,Frontlit,Pillar,Indian Wear,Ladies,
39,North,A,Vasant Kunj,47FFV9,40'',105'',Backlit fabric with silicon strip,,1,29.34895833,,1,Backlit,Pillar,Indian Wear,Ladies,
40,North,A,Vasant Kunj,47FFV13,33'',102'',Backlit fabric with silicon strip,,1,23.02083333,,1,Backlit,Pillar,Ladies Western,Ladies,
41,North,A,Vasant Kunj,47FFV14,34'',102'',Backlit fabric with silicon strip,,1,24.26041667,,1,Backlit,Pillar,Ladies Western,Ladies,
42,North,A,Vasant Kunj,47FFV15,32'',103'',Backlit fabric with silicon strip,,1,23.06770833,,1,Backlit,Pillar,Lingerie,Ladies,
43,North,A,Vasant Kunj,47FFV16,33'',102'',Backlit fabric with silicon strip,,1,23.02083333,,1,Backlit,Pillar,Ladies Western,Ladies,
44,North,A,Vasant Kunj,47SFV3,32'',105'',Backlit fabric with silicon strip,,1,23.41090278,,2,Backlit,Pillar,Leather,Leather,
45,North,A,Vasant Kunj,47FFDTH1,,,Need Recce,,,,,1,Digital,Store Entrance,Ladies,Ladies,
46,North,A,Vasant Kunj,47SFDTH1,,,Need Recce,,,,,2,Digital,Store Entrance,Mens,Mens,
47,North,A,Vasant Kunj,47FFSV1,,,Actual,,,,,1,Frontlit,Sensomatic,Ladies,Ladies,
48,North,A,Vasant Kunj,47FFDS1,,,Need Recce,,,,,1,Digital,Cash Counter,Ladies,Ladies,
49,North,A,Vasant Kunj,47SFDS1,,,Actual,,,,,2,Digital,Cash Counter,Ladies,Ladies,
50,North,A,Vasant Kunj,47GFV4,35'',139'',Backlit fabric with silicon strip,,1,33.49472222,,0,Backlit,Pillar,Fragrance,Beauty,
51,North,A,Vasant Kunj,47GFV5,32'',139'',Backlit fabric with silicon strip,,1,31.4024875,,0,Backlit,Pillar,Fragrance,Beauty,
52,North,A,Vasant Kunj,47GFV6,32'',139'',Backlit fabric with silicon strip,,1,30.88888889,,0,Backlit,Pillar,Fragrance,Beauty,
53,North,A,Vasant Kunj,47GFV18,34'',135'',Backlit fabric with silicon strip,,1,31.875,,0,Backlit,Pillar,Ladies Footwear,Leather,
54,North,A,Vasant Kunj,47GFV19,,,Actual,,,,,0,Backlit,Pillar,Mens Footwear,Leather,
55,North,A,Vasant Kunj,47GFSV2,13'',55'',ESML,,12,4.965277778,,0,Frontlit,Sensomatic,Beauty,Beauty,
56,North,A,Vasant Kunj,47GFSV3,13'',56'',ESML,,12,5.157804167,,0,Frontlit,Sensomatic,Beauty,Beauty,
57,North,A,Vasant Kunj,47GFDS1,,,Need Recce,,,,,0,Digital,Cash Counter,Non-apps,Non-apps,
58,North,A,Vasant Kunj,47GFDTH1,,,Need Recce,,,,,0,Digital,Store Entrance,Non-apps,Non-apps,
,,,,,,,,,,,,,,,,,
59,North,,Shipra,20GFDS1,,,,,,,,,,,,,
60,North,,Shipra,20gfsoh1,,,,,,,,,,,,,
61,North,,Shipra,20gfsoh2,"112""","109""",ESML,,,,,,,,,,
62,North,,Shipra,20GFSOH3,"253""","109""",ESML,,,,,,,,,,
63,North,,Shipra,20gfsoh4-4a,"378""","109""",ESML,,,,,,,,,,
64,North,,Shipra,20gfsoh5,"193""","107""",ESML,,,,,,,,,,
65,North,,Shipra,20gfsoh6,"128""","106""",ESML,,,,,,,,,,
66,North,,Shipra,20gfsoh8-7,"205""","107""",ESML,,,,,,,,,,
67,North,,Shipra,20gfsoh9,"30""","96""",ESML,,,,,,,,,,
68,North,,Shipra,20gfsoh9-9a,"48""","96""",ESML,,,,,,,,,,
69,North,,Shipra,20gfsoh10,"33""","96""",ESML,,,,,,,,,,
70,North,,Shipra,20gfsoh10-10b,"27""","96""",ESML,,,,,,,,,,
71,North,,Shipra,20GFSOH10A-10,"27""","96""",ESML,,,,,,,,,,
72,North,,Shipra,20GFSOH15,"23""","96""",ESML,,,,,,,,,,
73,North,,Shipra,20GFSOH16,"23""","96""",ESML,,,,,,,,,,
74,North,,Shipra,20gfsoh17,"27""","96""",ESML,,,,,,,,,,
75,North,,Shipra,20GFSOH18,"43""","96""",ESML,,,,,,,,,,
76,North,,Shipra,20gfsoh19,"23""","96""",ESML,,,,,,,,,,
77,North,,Shipra,20GFSOH20,"23""","96""",ESML,,,,,,,,,,
78,North,,Shipra,20GFSOH27,"43""","108""",ESML,,,,,,,,,,
79,North,,Shipra,20GFSOH28,"29""","107""",ESML,,,,,,,,,,
80,North,,Shipra,20LGCC1,"192""","70""",Backlit fabric with silicon strip,,,,,,,,,,
81,North,,Shipra,20LGSOH1A,"27""","96""",ESML,,,,,,,,,,
82,North,,Shipra,20lgsoh1b,"33""","96""",ESMl,,,,,,,,,,
83,North,,Shipra,20LGSOH5,"23""","96""",ESML,,,,,,,,,,
84,North,,Shipra,20LGSOH5A,"23""","96""",ESML,,,,,,,,,,
85,North,,Shipra,20LGSOH7,"23""","96""",ESML,,,,,,,,,,
86,North,,Shipra,20LGSOH7A,"23""","96""",ESML,,,,,,,,,,
87,North,,Shipra,20LGSOH11,"44""","96""",ESML,,,,,,,,,,
88,North,,Shipra,20LGSOH11A,"23""","96""",ESML,,,,,,,,,,
89,North,,Shipra,20LGSOH13A-B,"23""","96""",ESML,,,,,,,,,,
90,North,,Shipra,20lgsoh13c,"23""","96""",ESML,,,,,,,,,,
91,North,,Shipra,20lgsoh14a,"23""","96""",ESML,,,,,,,,,,
92,North,,Shipra,20lgsoh14c-14b,"23""","96""",ESML,,,,,,,,,,
,North,,Shipra,20lgsoh21-21a,"23""","96""",ESML,,,,,,,,,,
,North,,Shipra,20lgsoh21b,"23""","96""",ESML,,,,,,,,,,
,North,,Shipra,20lgsoh24,"23""","96""",ESML,,,,,,,,,,
,North,,Shipra,20lgsoh24a,"23""","96""",ESML,,,,,,,,,,
,North,,Shipra,20lgsoh25a-25,"40""","96""",ESML,,,,,,,,,,
,North,,Shipra,20lgsoh25b,"13""","96""",ESML,,,,,,,,,,
,North,,Shipra,20lgsoh26,"23""","96""",ESML,,,,,,,,,,
,North,,,,,,,,,,,,,,,,
,North,,,,,,,,,,,,,,,,
,North,,,,,,,,,,,,,,,,
,North,,,,,,,,,,,,,,,,
,North,,,,,,,,,,,,,,,,
,North,,,,,,,,,,,,,,,,
,North,,,,,,,,,,,,,,,,
,North,,,,,,,,,,,,,,,,
,North,,,,,,,,,,,,,,,,
,North,,,,,,,,,,,,,,,,
,North,,,,,,,,,,,,,,,,
,North,,,,,,,,,,,,,,,,